50,0,0,-0,0
50,0.00050251,0,-0.00050251,0
50,0.001005,0,-0.001005,0
50,0.0015075,0,-0.0015075,0
50,0.0020101,0,-0.0020101,0
50,0.0025126,0,-0.0025126,0
50,0.0030151,0,-0.0030151,0
50,0.0035176,0,-0.0035176,0
50,0.0040201,0,-0.0040201,0
50,0.0045226,0,-0.0045226,0
50,0.0050251,0,-0.0050251,0
50,0.0055276,0,-0.0055276,0
50,0.0060302,0,-0.0060302,0
50,0.0065327,0,-0.0065327,0
50,0.0070352,0,-0.0070352,0
50,0.0075377,0,-0.0075377,0
50,0.0080402,0,-0.0080402,0
50,0.0085427,0,-0.0085427,0
50,0.0090452,0,-0.0090452,0
50,0.0095477,0,-0.0095477,0
50,0.01005,0,-0.01005,0
50,0.010553,0,-0.010553,0
50,0.011055,0,-0.011055,0
50,0.011558,0,-0.011558,0
50,0.01206,0,-0.01206,0
50,0.012563,0,-0.012563,0
50,0.013065,0,-0.013065,0
50,0.013568,0,-0.013568,0
50,0.01407,0,-0.01407,0
50,0.014573,0,-0.014573,0
50,0.015075,0,-0.015075,0
50,0.015578,0,-0.015578,0
50,0.01608,0,-0.01608,0
50,0.016583,0,-0.016583,0
50,0.017085,0,-0.017085,0
50,0.017588,0,-0.017588,0
50,0.01809,0,-0.01809,0
50,0.018593,0,-0.018593,0
50,0.019095,0,-0.019095,0
50,0.019598,0,-0.019598,0
50,0.020101,0,-0.020101,0
50,0.020603,0,-0.020603,0
50,0.021106,0,-0.021106,0
50,0.021608,0,-0.021608,0
50,0.022111,0,-0.022111,0
50,0.022613,0,-0.022613,0
50,0.023116,0,-0.023116,0
50,0.023618,0,-0.023618,0
50,0.024121,0,-0.024121,0
50,0.024623,0,-0.024623,0
50,0.025126,0,-0.025126,0
50,0.025628,0,-0.025628,0
50,0.026131,0,-0.026131,0
50,0.026633,0,-0.026633,0
50,0.027136,0,-0.027136,0
50,0.027638,0,-0.027638,0
50,0.028141,0,-0.028141,0
50,0.028643,0,-0.028643,0
50,0.029146,0,-0.029146,0
50,0.029648,0,-0.029648,0
50,0.030151,0,-0.030151,0
50,0.030653,0,-0.030653,0
50,0.031156,0,-0.031156,0
50,0.031658,0,-0.031658,0
50,0.032161,0,-0.032161,0
50,0.032663,0,-0.032663,0
50,0.033166,0,-0.033166,0
50,0.033668,0,-0.033668,0
50,0.034171,0,-0.034171,0
50,0.034673,0,-0.034673,0
50,0.035176,0,-0.035176,0
50,0.035678,0,-0.035678,0
50,0.036181,0,-0.036181,0
50,0.036683,0,-0.036683,0
50,0.037186,0,-0.037186,0
50,0.037688,0,-0.037688,0
50,0.038191,0,-0.038191,0
50,0.038693,0,-0.038693,0
50,0.039196,0,-0.039196,0
50,0.039698,0,-0.039698,0
50,0.040201,0,-0.040201,0
50,0.040704,0,-0.040704,0
50,0.041206,0,-0.041206,0
50,0.041709,0,-0.041709,0
50,0.042211,0,-0.042211,0
50,0.042714,0,-0.042714,0
50,0.043216,0,-0.043216,0
50,0.043719,0,-0.043719,0
50,0.044221,0,-0.044221,0
50,0.044724,0,-0.044724,0
50,0.045226,0,-0.045226,0
50,0.045729,0,-0.045729,0
50,0.046231,0,-0.046231,0
50,0.046734,0,-0.046734,0
50,0.047236,0,-0.047236,0
50,0.047739,0,-0.047739,0
50,0.048241,0,-0.048241,0
50,0.048744,0,-0.048744,0
50,0.049246,0,-0.049246,0
50,0.049749,0,-0.049749,0
50,0.050251,0,-0.050251,0
50,0.050754,0,-0.050754,0
50,0.051256,0,-0.051256,0
50,0.051759,0,-0.051759,0
50,0.052261,0,-0.052261,0
50,0.052764,0,-0.052764,0
50,0.053266,0,-0.053266,0
50,0.053769,0,-0.053769,0
50,0.054271,0,-0.054271,0
50,0.054774,0,-0.054774,0
50,0.055276,0,-0.055276,0
50,0.055779,0,-0.055779,0
50,0.056281,0,-0.056281,0
50,0.056784,0,-0.056784,0
50,0.057286,0,-0.057286,0
50,0.057789,0,-0.057789,0
50,0.058291,0,-0.058291,0
50,0.058794,0,-0.058794,0
50,0.059296,0,-0.059296,0
50,0.059799,0,-0.059799,0
50,0.060302,0,-0.060302,0
50,0.060804,0,-0.060804,0
50,0.061307,0,-0.061307,0
50,0.061809,0,-0.061809,0
50,0.062312,0,-0.062312,0
50,0.062814,0,-0.062814,0
50,0.063317,0,-0.063317,0
50,0.063819,0,-0.063819,0
50,0.064322,0,-0.064322,0
50,0.064824,0,-0.064824,0
50,0.065327,0,-0.065327,0
50,0.065829,0,-0.065829,0
50,0.066332,0,-0.066332,0
50,0.066834,0,-0.066834,0
50,0.067337,0,-0.067337,0
50,0.067839,0,-0.067839,0
50,0.068342,0,-0.068342,0
50,0.068844,0,-0.068844,0
50,0.069347,0,-0.069347,0
50,0.069849,0,-0.069849,0
50,0.070352,0,-0.070352,0
50,0.070854,0,-0.070854,0
50,0.071357,0,-0.071357,0
50,0.071859,0,-0.071859,0
50,0.072362,0,-0.072362,0
50,0.072864,0,-0.072864,0
50,0.073367,0,-0.073367,0
50,0.073869,0,-0.073869,0
50,0.074372,0,-0.074372,0
50,0.074874,0,-0.074874,0
50,0.075377,0,-0.075377,0
50,0.075879,0,-0.075879,0
50,0.076382,0,-0.076382,0
50,0.076884,0,-0.076884,0
50,0.077387,0,-0.077387,0
50,0.077889,0,-0.077889,0
50,0.078392,0,-0.078392,0
50,0.078894,0,-0.078894,0
50,0.079397,0,-0.079397,0
50,0.079899,0,-0.079899,0
50,0.080402,0,-0.080402,0
50,0.080905,0,-0.080905,0
50,0.081407,0,-0.081407,0
50,0.08191,0,-0.08191,0
50,0.082412,0,-0.082412,0
50,0.082915,0,-0.082915,0
50,0.083417,0,-0.083417,0
50,0.08392,0,-0.08392,0
50,0.084422,0,-0.084422,0
50,0.084925,0,-0.084925,0
50,0.085427,0,-0.085427,0
50,0.08593,0,-0.08593,0
50,0.086432,0,-0.086432,0
50,0.086935,0,-0.086935,0
50,0.087437,0,-0.087437,0
50,0.08794,0,-0.08794,0
50,0.088442,0,-0.088442,0
50,0.088945,0,-0.088945,0
50,0.089447,0,-0.089447,0
50,0.08995,0,-0.08995,0
50,0.090452,0,-0.090452,0
50,0.090955,0,-0.090955,0
50,0.091457,0,-0.091457,0
50,0.09196,0,-0.09196,0
50,0.092462,0,-0.092462,0
50,0.092965,0,-0.092965,0
50,0.093467,0,-0.093467,0
50,0.09397,0,-0.09397,0
50,0.094472,0,-0.094472,0
50,0.094975,0,-0.094975,0
50,0.095477,0,-0.095477,0
50,0.09598,0,-0.09598,0
50,0.096482,0,-0.096482,0
50,0.096985,0,-0.096985,0
50,0.097487,0,-0.097487,0
50,0.09799,0,-0.09799,0
50,0.098492,0,-0.098492,0
50,0.098995,0,-0.098995,0
50,0.099497,0,-0.099497,0
50,0.1,0,-0.1,0
